neck_angle,head_tilt_angle,torso_angle,spine_lean_angle,shoulder_angle,pelvis_angle,leg_cross,label
10.775858416186736,3.164946761601348,69.38484992991722,1.4828601475914485,14.182543728173854,0.4753964393933517,0,normal
13.091564061520856,3.1166532724341893,67.3590815218668,0.1581978362740005,12.614412607128788,1.085924766980922,0,normal
14.300352360354111,2.0136946734713055,67.45116150174518,0.5111792578553389,11.13041245558381,0.484460603316319,0,normal
14.398145239787496,2.018455697452968,67.68687211002212,0.5554231199954072,11.12101810945898,0.4811112758799143,0,normal
14.46695222683043,2.086553945474679,67.70276171458876,0.6251740120687624,11.137538996834085,0.36094431404918226,0,normal
14.563042799914854,2.135892486456593,67.48721616309248,0.7275117706664176,11.23170529782325,0.19306827918728742,0,normal
14.565019021368514,2.7423096549454207,67.44711370221044,0.88674121654024,11.297024613363662,0.12262576219739096,0,normal
14.519994929590482,3.3987117250948393,67.38735308238364,0.9656292787383345,11.361136969923175,0.0021532724851895655,0,normal
14.48615002385425,3.6068397580334643,67.39034272829844,0.9857374064911597,11.356729201612142,0.06946623598341593,0,normal
13.927362065320523,3.6501791427944648,67.33181338816857,0.9916127487942035,11.267692766314244,0.14279492460390955,0,normal
13.471230945798638,3.841135733273765,67.2257654442291,0.9938198602421996,11.206334794616026,0.2064085444678906,0,normal
13.199822508649774,3.910593636732112,67.02834676073017,0.9960157482871852,11.212100751827302,0.2361889400549759,0,normal
13.002170141975782,3.993186615884688,66.98387245635227,0.9885891082129391,11.251216078675707,0.1930004418876681,0,normal
13.239666552225458,4.483505075040772,67.07391834956181,0.963245182254016,11.290773860914888,0.18574871409496327,0,normal
13.24760918980212,4.616677293199127,67.30596472104762,0.9199952763887281,11.302312802003916,0.18880688597035655,0,normal
4.452065722823406,2.2617670280896167,28.37618725432477,0.1772718853027516,0.20256304608159986,3.1486726187553646,0,normal
4.423048365835072,2.9723169934627376,31.147793243678677,0.4358341198407609,0.12048029557414228,3.129098805946306,0,normal
4.391704424305203,2.779509932898502,32.22462866121473,0.4531491368520802,0.13746708382535755,3.0506275728581342,0,normal
4.659419113744818,2.7103849146053034,30.749735699331367,0.43013545035957335,0.19092324641402325,3.0922855126452675,0,normal
4.9933466183361475,1.0997227147942834,32.46725137231088,1.2221394081115031,2.1166014421405865,1.9233066826162002,0,normal
3.424245741484498,1.4167380016969493,26.398529706646475,0.7515363171136287,1.1315395366709695,0.7932682805303063,0,normal
5.01754380975143,2.352502074247832,25.09983954624035,0.05627900467149739,0.09860720365463876,1.1941376645040747,0,normal
3.2188696297629065,1.2860663502923113,19.81076126013132,0.25218006025954404,0.15614662525711778,1.443543224204252,0,normal
3.3399998883598414,1.0373204750397307,23.545640711114302,0.22519228816818018,0.3828081454565783,1.3844319676690908,0,normal
3.5831661955399454,0.7783844023292059,24.95658272623573,0.18240186500423583,0.3312628113149886,1.4570710302414391,0,normal
3.5568885914680948,1.0904010624356748,25.602778655403053,0.12718660323450584,0.12993512374654878,1.4144839002683085,0,normal
3.902895796137699,0.5949431483059773,25.25302383406366,0.03531836444379079,0.3064021743842662,1.2208380724511878,0,normal
4.333280584815924,0.9330929047909051,25.407521013522587,0.018654341035834278,0.39111207169398504,1.2106040905489734,0,normal
4.330821065729026,1.2339971833164374,23.406263226632063,0.004362989955471644,0.29448180880476316,1.2216948232910287,0,normal
4.318483297369681,1.2311655012274303,24.259495994730475,0.005755736426124587,0.18171880688646838,1.2073877041146786,0,normal
4.411601026037999,0.9536739937910632,25.099603442657465,0.0479180743028153,0.18630743341902187,1.2495756566516814,0,normal
4.256861551174566,0.9212140313345704,25.84298377187504,0.10139217352385904,0.2517965699138553,1.352100337159346,0,normal
4.107850500779392,0.30503968306648793,25.913538846561625,0.16348749302037527,0.3706647282611005,1.5328556393435142,0,normal
4.147154962389649,0.5326519719311379,24.29365645803986,0.04677941575738191,0.661659409928824,1.3652063235309098,0,normal
4.531457688521201,0.7369113118460894,22.25019833728355,0.12391747852598227,0.629986122727008,1.1910220500842252,0,normal
4.354686804868209,0.11254660792840226,24.608906521532386,0.09831653905636134,0.6195406712916859,1.1910714223307928,0,normal
4.553742659041646,0.47555246829455045,27.11610766956841,0.10411403216003201,0.452904930427653,1.477657833698932,0,normal
4.993910327225123,1.8695874031557724,14.542587778523906,0.15327244351307878,0.3740995662030921,1.788014616543155,0,normal
5.123277935399656,2.2605641807686183,22.964718947616284,0.31235640363399536,0.2500297072140126,0.3586368102733467,0,normal
4.557335744445737,1.0965133851959876,28.23645568201166,0.5134382870976125,0.0946267381547946,0.38869946648604026,0,normal
5.378171697086827,1.6001212052237752,24.996827377523807,0.20460665272957532,0.07527947667342105,1.3900634753152965,0,normal
3.9221622753297964,1.499764520234975,17.72184505589394,0.32599019086454945,0.2865308575068793,0.9770934552869182,0,normal
3.859701597261619,1.2257862745549286,16.441557470366646,0.1804357631341183,0.1589960382818765,1.1128070884651728,0,normal
3.9125354834159225,0.9578597148679391,22.63234190824212,0.0303144204618763,0.12981934248982,1.099453426149128,0,normal
3.799230283938172,0.987664867252471,22.6503377625219,0.07979653077089444,0.20424082715272168,1.5709927693711652,0,normal
4.677857976574003,1.1608068413073391,20.303062232075007,0.5742173375512091,0.23003830627038205,2.5380973091241517,0,normal
5.008559795952948,0.9689585996737445,20.50144095926087,0.7044673189970839,0.19069138283044698,2.3968522635785976,0,normal
5.0115514361682045,1.4619524771057693,24.316071247163134,0.9683998960369475,0.2434432900945955,2.1596810398869075,0,normal
4.547672226585959,1.4499674105406941,20.649161970482226,1.1073547223510167,0.4731352107390635,1.6662790315144662,0,normal
4.369629149938788,1.4110587864496857,19.16704498471968,0.86101013355485,0.6015726451802685,1.4909593101134146,0,normal
4.274849199910335,1.0682245129961951,22.288041072623585,0.6406506965987948,0.6030259542412821,1.2651409884757991,0,normal
4.3150184265156355,1.052418220489266,22.134167820844702,0.6129552471502031,0.7109042525351938,1.0043092319846831,0,normal
4.691828492170558,0.7580588321390453,20.21949989900017,0.6977956324030026,0.6925270888842092,0.9353016775463386,0,normal
4.672298314050806,0.5694615243880645,21.370396631736806,0.868416143769926,0.6963593697331052,1.401539285835777,0,normal
5.242518120468773,0.7539027480278915,24.74173303860151,1.0785147437925633,0.8132168143120527,1.266272312319274,0,normal
7.114725614082957,1.8189750875752715,33.868377650498545,0.9159227899981343,1.30559766454859,0.18070094068495368,0,turtle_neck
7.896515270218629,2.136430811177017,34.38141936459478,1.0021719269964764,1.2634506330478805,0.09924605563635532,0,turtle_neck
8.242269490348463,1.3894389317787594,34.73527794824707,1.114472986005331,1.3651252702094696,0.12094929312073016,0,turtle_neck
8.2937780419918,1.6711676626440384,35.23382865166868,1.2053749516111658,1.2661687257954137,0.08005320530951228,0,turtle_neck
7.976853319029502,2.2841786661333394,35.99780574119504,1.3583142569069357,1.4371222687446188,0.10945472412513095,0,turtle_neck
8.112571205777158,2.3957652654083055,35.597034483556335,1.2028582474000131,1.332945029371137,0.20222933218153538,0,turtle_neck
7.418578616354807,3.4777667729014605,34.727870288307905,0.3397880750979876,0.9722192178405583,0.5119353473110366,0,turtle_neck
7.799936513470001,3.9492378577201013,35.18011797372266,0.01616493603828617,0.625534064251451,0.551077597714744,0,turtle_neck
8.087908802336813,3.748779959471948,34.34454512098724,0.06589259287500593,0.8678785378903243,0.5261994773322515,0,turtle_neck
8.223081688490495,2.5886198413602934,34.48404208584443,0.09453902446275864,0.9617829984734063,0.6074127675031129,0,turtle_neck
8.059442871621641,2.4784611924112774,34.98801363290171,0.04051820775927937,0.8798736517940481,0.6025155754042127,0,turtle_neck
8.410428968686944,2.1054743487686958,35.91316274603951,0.22530012718775136,0.9490800913787194,0.5794933592636774,0,turtle_neck
9.592729340002663,2.041704073285615,35.92137229106268,0.3230135904483881,1.0290077492810012,0.4674394934034793,0,turtle_neck
9.943238667703085,1.4100729462118975,36.10958945023648,0.39042397695399533,0.9667893152011322,0.5379567138822164,0,turtle_neck
9.513912136754598,0.3722486837480584,37.009181373733945,0.5696784049679966,0.9551125973974998,0.4503877194146056,0,turtle_neck
9.740990085248356,0.04325731419760888,36.65978848876808,0.6341632822557577,0.8382857795070786,0.2478386211271552,0,turtle_neck
10.026377996900166,0.12969877956157316,37.1356162166523,0.6939742098668714,0.41974060743472785,0.3263720754782777,0,turtle_neck
10.151368853277077,0.4208708248046111,37.81451955198016,0.6797155189709528,0.29939586843045635,0.44444726701944764,0,turtle_neck
10.10741953751824,0.3917987536497359,38.23438139938162,0.6216205047174576,0.2037979380982657,0.46343900983714786,0,turtle_neck
10.119717179016149,0.3999948742832677,38.09174681045187,0.7093507006706241,0.33169781338839543,0.3806335211782184,0,turtle_neck
10.390799181290873,0.1284937317208334,39.41633454626807,0.7388238161144942,0.2999132296987984,0.3433018540819469,0,turtle_neck
10.3211602120858,0.0731128332690754,38.48843986411669,0.7239443422503359,0.14014195788162442,0.3834988905511007,0,turtle_neck
10.514238577111314,0.05128881532342137,38.4544665418117,0.7303133066493732,0.24833663210821996,0.42957301096902717,0,turtle_neck
10.471846672707201,0.18509800089312206,39.08725385298976,0.812288861625457,0.5141180074083875,0.38576701760545573,0,turtle_neck
10.619902467615304,0.35404298969621917,39.40404104068751,0.8529524373944819,0.5811224533947832,0.38720933017225256,0,turtle_neck
10.525202231542082,0.26887439908580835,40.134849074869756,1.0222018711164056,0.6606389033326582,0.35965451521481134,0,turtle_neck
10.574813589230473,0.1686168535784777,39.677871850881154,1.0987355710245357,0.7102229106100881,0.3472694508846408,0,turtle_neck
10.507746425266618,0.2973799027259185,39.63748143599046,1.121095505385733,0.7595379057452506,0.3442714166248529,0,turtle_neck
10.36353918973694,0.3295832260642305,39.51872069170233,1.1985228491768072,0.8336114194096457,0.12661885465103923,0,turtle_neck
10.380214888860152,0.3320419285104263,40.23704002955849,1.2470713939509115,0.7972650637187091,0.05264796117384391,0,turtle_neck
9.807348714900641,3.067662363492376,39.627722571304886,1.6523999745843212,0.9220660966858925,0.004914412842943418,0,turtle_neck
8.761122946293312,3.874222044928735,38.92932535205085,2.7502305084809797,2.075682258710419,0.7424478905231164,0,turtle_neck
8.239764533918006,3.2344996491736326,39.0822960452026,2.8068970661323633,2.0437010734549177,0.7814296380069596,0,turtle_neck
7.355144622676306,2.6377459863601325,41.04178336463167,2.46028881868385,1.49619784018639,0.5480089461260124,0,turtle_neck
7.802200134910066,2.983662311379619,42.72852107068741,1.9776864266870426,0.6154992309792372,0.8474393026519247,0,turtle_neck
9.501174679414717,2.8801343905958627,43.452973617154235,2.042910962296444,0.9466326741819624,1.1013806222071287,0,turtle_neck
9.745289331846365,1.235013222318401,43.43133002816613,2.3478334399924092,1.2105785338325463,0.799840562367141,0,turtle_neck
10.419198590655583,1.4650997613917403,43.006695346303694,2.496709690810942,1.3334941189540785,0.7755124981645183,0,turtle_neck
10.674377539801583,1.6524590360733187,43.45911545507815,2.637311503241066,1.810509275548755,0.7781775651392888,0,turtle_neck
10.573185652195633,0.9852752988003398,43.21804842121096,2.7638837635558224,1.8849725375392585,0.9644762778125312,0,turtle_neck
10.179794165014087,1.037767067201679,43.12080435925606,2.539265128597827,1.1610124673551097,0.8698293416662891,0,turtle_neck
10.070371053609179,1.5908446566256431,44.43395939970785,2.186743166232496,0.4765644253901087,1.0311252275672076,0,turtle_neck
31.269920194301783,2.6400470497768826,54.9635686684363,3.1491661312366124,0.6336221578899809,3.9415003384962426,0,rounded_back
29.191419613848865,3.29830311932221,55.32893361977059,2.9907080446277163,0.7354256328444223,3.8676495822464467,0,rounded_back
33.79756620131073,3.9794166624382803,54.65921544384764,2.0490692502698145,0.3417434353668752,3.7184698455277756,0,rounded_back
29.158691968821188,0.5979100500648953,53.22631396379133,0.5391019783362262,0.9829171712604376,3.360323297099298,0,rounded_back
24.741852038973363,0.7160659668094498,51.66391996034843,0.012406848072158501,0.16544714869870775,2.789829774319424,0,rounded_back
26.377604770502224,2.1395706659028373,52.878748417233304,0.519151503292836,1.014859361193885,2.782478183183152,0,rounded_back
24.82552713748703,1.2309772228744715,52.74598505226085,0.5758086079174217,2.1080901824115923,2.751426673594952,0,rounded_back
22.823773508063425,1.3398692766684568,52.08027860292962,0.4924886760897832,3.319226454382128,2.3981823389207646,0,rounded_back
23.95866245288319,3.4989050134847433,51.78659858070245,0.24067493132509438,2.722338065969972,2.2477115626358106,0,rounded_back
20.937829539532814,3.8316722620697377,50.937194758007216,0.5622930541939613,4.40596347690312,2.0576194810900117,0,rounded_back
17.76732235622771,4.450691938381067,50.32601720492273,1.2757281138326284,5.132315076128573,1.859390891922482,0,rounded_back
19.40714149305363,4.6503798957066085,48.94398314938603,1.234218304146399,3.794191730165842,1.6000772252627267,0,rounded_back
18.832300026605708,5.012065311583822,48.09429665365579,0.8677353877639433,3.659973502853277,1.8573503464319352,0,rounded_back
19.946592790333113,2.7567013350880307,46.79408190985351,0.6294053039061993,2.640808545517157,2.1009425960123025,0,rounded_back
19.339841516853753,0.42732436136305435,44.45166604960206,0.8302295727174306,2.2399442011015447,1.6007401858597299,0,rounded_back
19.442528751132627,2.6801323429036756,41.68987191772441,0.4307597484788149,1.1559809320362646,1.6554060009657878,0,rounded_back
18.613879164457956,0.43492166509036345,42.02663421819052,0.6946106120774748,2.6175679370658362,0.9043547263422674,0,rounded_back
18.448478031344948,2.03997712837769,43.633343412499485,0.8062438044606421,3.8627761672076915,1.224822632420686,0,rounded_back
16.959580769445395,4.861655962572035,43.97573330535344,0.6940908075773202,4.623790875674788,1.0949023594945497,0,rounded_back
16.50143560429403,4.183642140959425,41.86672482283085,0.3621593381788494,4.75125605720713,1.258840083814087,0,rounded_back
16.601908499142596,4.830750974559017,42.13220793042961,0.02755412337240888,4.833448933343062,1.4501773854478734,0,rounded_back
16.249743916755392,3.2989785723922656,41.73651285720383,0.07333630084094725,5.008232760975215,1.6421992576646,0,rounded_back
16.705229594526827,4.7195496912498065,41.95697870968443,0.5302544132123332,6.344082270622458,1.17488237014,0,rounded_back
17.151664634586368,6.370720106920781,42.301345509750725,0.6861173188642725,6.673961413131368,1.008356702644727,0,rounded_back
16.979811970069917,4.672702480212408,42.184588434859904,0.676660893555875,6.090999689635448,0.8217669705730354,0,rounded_back
16.62577401104778,4.605594251617629,41.480982511432956,0.47932179650871076,5.884369492530859,0.7001223504788765,0,rounded_back
17.214155264391948,5.2678982817161595,41.62678021207904,0.5292822425049167,6.0949484699007765,0.554790696262315,0,rounded_back
17.371441187017524,5.1535583935774225,41.7426173776004,0.5655974586059448,5.7750509118959155,0.678310870178344,0,rounded_back
15.978346069556324,2.5769370258513833,41.30003945120107,0.555170052763071,5.218197738443156,0.6831369967134973,0,rounded_back
15.858645173659156,0.1941489203298523,41.05208105315752,0.40805502428848917,5.000958239581015,0.8836531853136254,0,rounded_back
15.78013466713331,0.11370498665451892,39.74545420988481,0.033131553785394244,4.310991797916749,1.6226674422779603,0,rounded_back
17.20968413443795,1.3209634615008519,39.61719834190211,0.1412401387306828,4.386235294768153,1.5097458180631607,0,rounded_back
16.831876309843352,3.192142548021414,39.36181438511086,0.20086903483108753,4.418976150975578,1.5778244403350328,0,rounded_back
17.34671478432152,2.705227499168723,38.80685497167877,0.230413055867417,4.403197066468778,1.8812949674260093,0,rounded_back
12.286599228390102,7.145528480415617,39.56271166129666,0.07168809784092467,3.3894799929300405,2.347694556561194,0,rounded_back
12.021204355987933,3.976049986740497,40.80091189018725,0.22677811685336965,3.507233536356921,2.3063730545097654,0,rounded_back
15.067546873208329,2.9652741933363393,39.36544703067149,0.30797826892536806,3.341086081577124,2.0355670234683063,0,rounded_back
14.803422535601513,1.542322154014014,39.12920720874003,0.2542532731621734,3.3612663319898157,1.918453681480915,0,rounded_back
15.207126380388658,1.9058843992960213,39.49392016535121,0.33820577543656255,3.3280769381957103,2.072184280882791,0,rounded_back
15.990871660166846,3.030633191782414,40.54157557385254,0.3107645276746956,3.564482670693394,1.9460817563164798,0,rounded_back
5.446854610854942,27.89204745356314,31.202971805974908,17.624622877204295,31.04385100754915,10.725636291564552,0,shoulder_asymm
7.7231901413663735,20.740615346247225,46.09568863441305,15.654592178203764,24.319723072773773,11.12645647525983,0,shoulder_asymm
